Name;Street1;Street2;Street3;City;Province;Zip;User;UserSS;Last Shipment;Last Contact;Rolling 12 Months Sales;Rolling 12 Months Sales LY;Sales Last Month;Sales Last Month LY;Balance
GALLERIA SENO S.R.L.;VIA LUIGI CAPUANA 10;;;ROMA;RM;00137;;;29/03/19;08/03/19;€0,00;€0,00;€0,00;€0,00;€0,00
GALLERY DI L. FUSETTI;CORSO GARIBALDI N 68;;;MILANO;MI;20121;;;29/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GALLIA E PETER di Laura Marelli;Via Montenapoleone 3;;;Milano;MI;20121;;;18/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GARATTINI BAZZINI SRL;CORSO GIUSEPPE GARIBALDI 62;;;MILANO;MI;20121;;;20/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GARDENA CAPITAL LTD;VIA A. APPIANI 19;;;MILANO;MI;20121;;;12/05/22;;€0,00;€0,00;€0,00;€0,00;€0,00
GARDEN VIVAI LUGO;;;;;;;;;;13/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
GASPARE MONACO;PIAZZALE PRINCIPESSA CLOTILDE 2;;;MILANO;MI;20121;;;26/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GATTI SIMONA MARIA TERESA;PIAZZA CINQUE GIORNATE 10;;;MILANO;MI;20129;;;24/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GATTO MATTEO;VIA DELLA MOSCOVA 25;;;MILANO;MI;20121;;;25/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
G.D.R. GRAPHIC SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIALE UNITA D ITALIA 9;;;BARI;BA;70125;;;08/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GDV S.R.L.;VIA TURATI FILIPPO 3;;;MILANO;MI;20121;;;25/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Gelateria Nanà di Letizia Ronca;Via Giovanni Prati 9/a;;;Verona;vr;37124;Fabio Gallo;Fabio Gallo;;27/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
GELLIFY S.R.L.;VIA ISONZO 55/2;;;CASALECCHIO DI RENO;BO;40033;;;31/07/20;04/08/20;€0,00;€0,00;€0,00;€0,00;€0,00
GEMMA VITALE;VIA MOZART 2;;;MILANO;MI;20122;;;05/08/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GENERAL LEASING SRL;VIA ZEZON ACHILLE 8;;;MILANO;MI;20124;;;26/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Generation4Universities;Piazza del Duomo, 31;;;Milano;mi;20121;;;16/05/22;30/05/22;€0,00;€0,00;€0,00;€0,00;€0,00
Generic Auction House Customer;Via della Moscova 13;;;Milano;MI;20121;;;;05/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
GENEVOISTUDIO;VIA SEGANTINI 26;;;MILANO;MI;20143;;;25/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GENNARI ALESSANDRA;VIA COPERNICO 47;;;MILANO;MI;20125;;;13/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Gennaro Marzocca;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GENUX DI STEFFENINO DANIELA;VIA HEL SINKY 14;;;ROMA;RM;00144;;;29/01/18;14/05/18;€0,00;€0,00;€0,00;€0,00;€0,00
GEO IMEX S.R.L.;VIA APPIANI ANDREA 12;;;MILANO;MI;20121;;;05/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
GESPI SRL;VIA TREZZO D’ADDA, 9;;;MILANO;mi;20144;Fabio Gallo;Fabio Gallo;31/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
G.F.G. di Giovanardi Pietro & C. sas;;;;;;;;;;06/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
Giacomo Stirpe;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIADA CARRARO;CORSO VENEZIA 52;;;MILANO;MI;20121;;;20/04/22;;€0,00;€0,00;€0,00;€0,00;€0,00
GIAN FRANCO VITULO;VIALE BLIGNY 54;;;MILANO;MI;20136;;;03/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Gianluca Napoleone;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIANPAOLO GUGLIELMINI;COROSO DI PORTA NUOVA 11;;;MILANO;MI;20121;;;08/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GIAVIGROUP S.R.L.;CORSO ORBASSANO 258;;;TORINO;TO;10137;;;08/02/18;08/02/18;€0,00;€0,00;€0,00;€0,00;€0,00
"""GIDA PROFUMI - S.R.L.""";VIA SAFFI 9;;;RIMINI;RN;47923;;;17/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GIERRE SERIGRAFIA di Testa Giulio;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIESSELABO;VIA MONTELLO 12;;;VERONA;VR;37124;Fabio Gallo;Fabio Gallo;23/02/23;11/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
GILARDETTI MASSIMILIANO;VIA SAN PIETRO 12;;;CUREGGIO;NO;28060;;;18/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GILBERTO PEZZOTTA;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GINO DIENI;;;;;;;Fabio Gallo;Fabio Gallo;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIOIA INVEST S.R.L.;ZONA INDUSTRIALE ASI LOC. BOSCOFANG;;;NOLA;NA;80035;;;10/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GIOMONTAGGI di BAICEANU IONUT;VIA CARDUCCI GIOSUE' 91;;;LISSONE;MB;20851;;;28/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Giorgio Ciapponi;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIORGIO TARZIA E ASSOCIATI - STUDIO LEGALE;Via dell'Annunciata 21;;;Milano;MI;20121;;;13/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Giovanna Carloni;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIOVANNI BROGGI;BROGGI GIOVANNI;CORSO DI PORTA NUOVA 24;;MILANO;MI;20121;;;02/11/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Giovanni Di Veronica;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Giovanni Negri;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Giovanni Pagliano;Via Formentini 1;;;Milano;MI;20121;;;03/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
girgenti giuseppe;via cassino scanasio 6;;;rozzano;mi;20089;;;22/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GIULIA BOCCAFOGLI;;;;;;;Fabio Gallo;Fabio Gallo;;12/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
giulia galvanin;via francesco aiez 3;;;milano;mi;20129;;;19/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GIULIANI GROUP S.R.L.;VIA DEZZA GIUSEPPE 25;;;MILANO;MI;20144;;;31/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Giulia Proietto;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
giuseppe aquilano;;;;;;;;;;13/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE BARESI;Via Pontaccio 2;;;Milano;MI;20121;;;18/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE BULGARINI D'ELCI;VIA PRINCIPE AMADEO N. 3;;;MILANO;;20121;;;13/09/19;17/09/19;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE CASSINIS;VIA PRATI 9;;;MILANO;MI;20145;;;14/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE GRASSI;VIA PONTE VETERO 4;;;MILANO;;20121;;;16/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE LAGO;VIA SAN PRIMO 8;;;MILANO;MI;20121;;;27/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
giuseppe morabito;via tommaso campanella 3;;;molochio;rc;89010;;;01/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE MURACA;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GIUSEPPE RUDI;143 Union Blvd Suite 600;;;LAKEWOOD;;80228;;;16/02/23;02/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
Giuseppe Tuli;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
g.lab snc;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Glacies srl;Via Andrea Appiani 12;;;Milano;MI;20121;;;07/08/19;26/09/19;€0,00;€0,00;€0,00;€0,00;€0,00
GLAMOUR S.R.L.;CORSO MAZZINI 189;;;COSENZA;CS;87100;;;08/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GLEBB & METZGER S.R.L.;CORSO GALILEO FERRARIS 31;;;TORINO;TO;10121;;;17/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GLOBAL HAIR AND BEAUTY srl;VIALE ABRUZZI 14;;;MILANO;MI;20129;;;10/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Gloria Polato;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GOBEE S.R.L.  START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3;VIA PODGORA 59;;;SESTO SAN GIOVANNI;MI;20099;;;27/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Golab;VIA FATEBENEFRATELLI 5;;;MILANO;MI;20121;;;18/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
golf;s;;;s;s;s;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GOLF US;VIA GALLARATE 2221;;;MILANO;MI;20151;;;;25/03/22;€0,00;€0,00;€0,00;€0,00;€0,00
GOMES PATRIOTA MARCIO;VIA TURATI 38;;;MILANO;MI;20121;;;30/01/19;25/02/19;€0,00;€0,00;€0,00;€0,00;€0,00
GOOD DAY S.R.L.;VIALE LAZIO 26;;;MILANO;MI;20135;;;30/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GO_SPA CONSULTING SRL;PIAZZA SAN SEPOLCRO 1;;;MILANO;MI;20123;;;19/11/19;28/11/19;€0,00;€0,00;€0,00;€0,00;€0,00
GO-SPA CONSULTING SRL;PIAZZA SAN SEPOLCRO 1;;;MILANO;MI;20123;;;07/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GOSPORTY S.R.L.;VIA ANDREA MASSENA 15;;;MILANO;MI;20145;;;18/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GPA srl;Via di Prato 26;;;Calenzano;FI;50041;;;04/12/19;04/12/19;€0,00;€0,00;€0,00;€0,00;€0,00
GP RETAIL S.R.L.;VIA BOTTAZZA 6;;;POLESINE ZIBELLO;PR;43016;;;16/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
G.P. SAS di Guido Pennisi e CO;VIA MANZONI 29;;;MILANO;MI;20121;;;23/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GRADE INVESTMENTS SA;Via Antonio Vanoni 4;;;Lugano;;6900;;;11/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GRANDE S.R.L. ;;;;;;;Fabio Gallo;Fabio Gallo;;17/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
GREENWALD STUARTELI;VIA LAZZARETTO N15;;;MILANO;MI;20124;;;01/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GRETA BARBARA DEL DUCA;Via Pietro Cossa 1;;;Milano;Milano;20122;;;01/10/18;19/02/19;€0,00;€0,00;€0,00;€0,00;€0,00
GRETCHEN GALE ROMIG;CORSO DI P.TA NUOVA 38;;;MILANO;MI;20121;;;10/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GRETCHEN ROMIG;CORSO DI PORTA NUOVA 38;;;MILANO;MI;20121;;;16/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
GRG SRL;;;;;;;;;;04/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
GRIMALDI STUDIO LEGALE;CORSO EUROPA 12;;;MILANO;MI;20122;;;15/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GRUPEIN CONECTION SL;CAMI RAL 632 LOCAL;;;BARCELLONA;;;;;20/03/18;12/01/22;€0,00;€0,00;€0,00;€0,00;€0,00
Gruppo ECP s.r.l.;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
G. SALETTA DI SALETTA ANNUNCIATA & C. S.A.S.;VIA ALFREDO CAPPELLINI 16;;;MILANO;MI;20124;;;21/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
g.s. general services;viale trieste 131/e;;;caltanissetta;cl;96100;;;27/05/20;20/01/23;€0,00;€0,00;€0,00;€0,00;€0,00
""" GS - GENERAL SERVICES DI SCROFANI CONCETTINA & C.  S.A.S. """;VIALE TRIESTE 131/E;;;CALTANISSETTA;CL;93100;;;01/10/20;20/01/23;€0,00;€0,00;€0,00;€0,00;€0,00
GSG S.R.L.;VIA BONI GIACOMO 8;;;MILANO;MI;20144;;;14/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GUARDANS CAMBO' S.R.L.;VIA CARADOSSO 6;;;MILANO;MI;20123;;;04/05/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GUARRACINO SIMONE;VIA SOLFERINO 35;;;MILANO;MI;20121;;;22/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GUASSARDO GIUSEPPE;VIALE CRISPI FRANCESCO 5/A;;;MILANO;MI;20121;;;01/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GUGLIELMO ROMANO;CORSO DI PORTA NUOVA 44;;;MILANO;;20121;;;16/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GUIDO DELLE PIANE;VIA SENATO 29;;;MILANO;;20121;;;17/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GUIZAGLI WOFF;;;;;;;Fabio Gallo;Fabio Gallo;;28/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
GUSTO PARMIGIANO S.R.L.;VIA ALBERT EINSTEIN 15;;;REGGIO EMILIA;RE;42122;;;28/10/20;04/09/18;€0,00;€0,00;€0,00;€0,00;€0,00
GUTEFORM DI ANDREA SPESSOT;VIA APPIANI 12;;;MILANO;MI;20121;;;22/10/18;03/11/18;€0,00;€0,00;€0,00;€0,00;€0,00
GUTEFORM DI ANDREA SPESSOT;VIA APPIANI 12;;;MILANO;MI;20121;;;17/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
H14 S.P.A.;VIA FATEBENEFRATELLI 5;;;MILANO;MI;20121;;;11/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
HAGIT PINCOVICI;CORSO GARIBALDI 70;;;MILANO;MI;20121;;;17/01/23;;€0,00;€0,00;€0,00;€0,00;€0,00
HALF S.R.L.;VIA LORENZO MASCHERONI 12;;;MILANO;MI;20145;;;15/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
HARMONIUM PHARMA SRL;Via Arona 6;;;Milano;MI;20149;;;21/05/19;04/10/18;€0,00;€0,00;€0,00;€0,00;€0,00
HAZON GIOVANNA;PIAZZA S AMBROGIO2;;;MILANO;MI;20123;;;10/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
HC SOLUTIONS S.R.L.;CORSO DI PORTA NUOVA 6;;;MILANO;MI;20121;;;03/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
HDH COMMUNICATIONS SRL;Corso Genova 12;;;MILANO;MI;20123;;;30/11/18;14/12/18;€0,00;€0,00;€0,00;€0,00;€0,00
Hemport Srls;;;;;;;;;;28/04/22;€0,00;€0,00;€0,00;€0,00;€0,00
HERMA PRODUCTORS DE LIMPIEZA S.A;CTRA.DE SANTIAGO DEL CAMPO;A GARROVILLAS S/N;;CACERES;spagna;10191;;;24/04/18;23/04/18;€0,00;€0,00;€0,00;€0,00;€0,00
HERRO JOY;VIA TURCHIA 1;;;ROMA;RM;00196;;;24/08/20;;€0,00;€0,00;€0,00;€0,00;€0,00
HHNI S.R.L.;VIA BATTISTOTTI SASSI LUISA 11;;;MILANO;MI;20133;;;10/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
HIGHTONE CREATIVE DESIGN GROUP ITALY SRL;VIA MORIMONDO 23;;;MILANO;MI;20143;;;09/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
H-INVEST SPA;VIA SENATO 12;;;MILANO;MI;20121;;;30/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
HISS MEDIA;VIA MARCO FORMENTINI;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;;01/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
HOLY INDUSTRIES S.R.L.;PIAZZA CAVOUR 3;;;MILANO;MI;20121;;;07/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
HOPS BEER SHOP MILANO SOCIETA' A RESPONSABILITA' LIMITATA IN BREV E HOPS BEER SHOP MILANO S.R.L.;CORSO VERCELLI, 9;;;MILANO;MI;20144;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Horton International Italy Srl;Via Andrea Appiani 12;;;Milano;MI;20121;;;17/12/21;;€0,00;€0,00;€0,00;€0,00;€0,00
HOTEL CAVOUR;VIA FATEBENEFRATELLI 21;;;MILANO;MI;20121;;;22/09/22;;€0,00;€0,00;€0,00;€0,00;€0,00
Hotel Fortunella;Via Italica, 37;;;Camaiore;LU;55041;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
HOTEL FOSSATI DI FOSSATI ANTONIO E C. SNC;VIA TAVERNA 20;;;TRIUGGIO;MB;20844;;;16/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
HOTEL PRODUCTION S.R.L.S.;VIA SAN GREGORIO 53;;;MILANO;MI;20124;;;23/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
HOTEL SENATO;Via Senato 22;;;MILAN;MI;20121;;;;24/11/21;€0,00;€0,00;€0,00;€0,00;€0,00
Huali market;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
"""HUB COM SOCIETA' A RESPONSABILITA' LIMITATA"" - IN LIQUIDAZIONE";VIA LAGO DI LESINA 19;;;ROMA;RM;00199;;;23/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
HUMBOLDT SRL;VIA SA MARCO 33;;;MILANO;MI;20121;;;13/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Hungarian House of Photography Non-profit Ltd.;Nagymezo utca 20;;;Budapest;;H-1065;Fabio Gallo;Fabio Gallo;28/02/20;22/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
IACOVELLI PAOLO;VIA REMBRANDT PAOLO 2;;;MILANO;MI;20147;;;22/05/20;;€0,00;€0,00;€0,00;€0,00;€0,00
IBERIA SRL;VIA LITORANEA 389;;;MAROTTA MONDOLFO;PU;61035;;;23/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
IBERIA S.R.L.;VIA LITORANEA 389;;;MAROTTA DI MONDOLFO;PU;61035;Fabio Gallo;Fabio Gallo;12/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
ibrahima cisse;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ICARUS FORM07 SRL;VIA DANIMARCA 52;;;PALERMO;PA;90146;Fabio Gallo;Fabio Gallo;29/10/20;25/01/21;€0,00;€0,00;€0,00;€0,00;€0,00
ICE BUSINESS SOLUTIONS;VIA LUCINO 28;;;BREGANZONA;CH;6932;;;21/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ICR dal 1968 srl;Via Gino Canetti 16;;;Roma;RM;00123;;;27/03/18;26/03/18;€0,00;€0,00;€0,00;€0,00;€0,00
"I.C. ""Sandro Pertini"" Milano";Via Thomas Mann 8;;;Milano;;20162;;;03/12/19;10/12/19;€0,00;€0,00;€0,00;€0,00;€0,00
IDACOP;VIA SANDRO SANDRI 2;;;MILANO;MI;20121;;;25/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
IDA srl;VIA SAN VITTORE AL TEATRO 3;;;MILANO;MI;20123;;;27/12/19;03/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
IDA S.R.L.  START-UP COSTITUITA A NORMA DELL'ART. 4 COMMA 10 BIS DEL DECRETO LEGGE 24 GENNAIO 2015, N. 3;CORSO DI PORTA ROMANA 68;;;MILANO;MI;20122;;;18/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Igea dangelo;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
I GIRASOLI SOCIETA' COOPERATIVA SOCIALE;VIALE ISONZO 16;;;MILANO;MI;20100;;;06/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
IGOODI S.R.L.;VIA MAURIZIO GONZAGA 2;;;MILANO;MI;20123;;;03/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ILARIA APOLLONI;CORSO GARIBALDI 34;;;MILANO;;;;;28/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Ilaria Corticelli;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ILARIA ISABELLA NORSA;VIA G. G. MORA 7;;;MILANO;MI;20123;;;12/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ILARIA RATTAZZI;VIA BRERA 17;;;MILANO;MI;20121;;;29/05/19;04/07/17;€0,00;€0,00;€0,00;€0,00;€0,00
ILEANA TURRINI GROUP S.R.L.;VIA PONTACCIO 8;;;MILANO;MI;20121;;;06/06/19;14/11/19;€0,00;€0,00;€0,00;€0,00;€0,00
Il Guardaroba;;;;;;;;;;27/09/21;€0,00;€0,00;€0,00;€0,00;€0,00
ILLULIAN S.R.L.;;;;Milano;;;Fabio Gallo;Fabio Gallo;;10/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
ILLYCAFFE' S.P.A.;VIA FLAVIA 110;;;TRIESTE;TS;34147;;;14/02/20;14/02/20;€0,00;€0,00;€0,00;€0,00;€0,00
I LOVE VINTAGE;VIA SPONTINI 12;;;milano;mi;20129;Fabio Gallo;Fabio Gallo;;05/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
ILVIO GALLO;CORSO DI PORTA NUOVA 46;;;MILANO;MI;20121;;;24/04/18;;€0,00;€0,00;€0,00;€0,00;€0,00
IMMOBILIARE PAIVA SRL;VIA LUIGI SETTEMBRINI 35;;;MILANO;MI;20124;;;05/08/19;;€0,00;€0,00;€0,00;€0,00;€0,00
IMMOBILIARE PONTACCIO;VIA PONTACCIO 20;;;MILANO;MI;20121;;;11/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
IMMOBILIARE SAGRA S.R.L.;CORSO BUENOS AIRES 28;;;MILANO;MI;20124;;;08/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
I MORI S.R.L.;VIA DESIDERIO DA SETTIGNANO 13;;;MILANO;MI;20149;;;19/09/18;19/09/18;€0,00;€0,00;€0,00;€0,00;€0,00
IMPACT SIM SPA;VIA TURATI FILIPPO 25;;;MILANO;MI;20121;;;21/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
IMPAVIDI DECOR SRL;VIA MAZZINI 28;;;SARZANA;SP;19038;;;13/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
IMPEX SOCIETA' A RESPONSABILITA' LIMITATA;VIA MUSMECI 37;;;ACIREALE;CT;95024;;;06/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
IMPEX SOCIETA' A RESPONSABILITA' LIMITATA;VIA MUSMECI 37;;;ACIREALE;CT;95024;;;28/09/20;;€0,00;€0,00;€0,00;€0,00;€0,00
IMPRESA GENERALI SRL;VIA CERESIO 3;;;MILANO;MI;20154;;;22/08/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Inca Lombardia;Via Palmanova 22;;;Milano;MI;20132;;;22/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INCANDELA GIORGIO;VIA FELICE GONDI GROSSI 54;;;ROMA;RM;00162;;;28/10/20;28/10/20;€0,00;€0,00;€0,00;€0,00;€0,00
INCIPIT HOLDING SRL;VIA GIACINTO VICINANZA, 16, ;;;SALERNO;;84123;Fabio Gallo;Fabio Gallo;;14/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
INFINITO SRL;VIA STATUTO 10;;;MILANO;MI;20121;;;01/04/22;;€0,00;€0,00;€0,00;€0,00;€0,00
INFINITY SRL- ATELIER SPIGA 50;;;;;;;;;;10/05/22;€0,00;€0,00;€0,00;€0,00;€0,00
Infojobs Italia Srl;Via Benigno Crespi, 19;;;Milano;MI;20129;;;31/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
INFOJOBS ITALIA S.R.L.;Via Benigno Crespi, 19 – MAC 3;;;Milano;MI;20159;;;30/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
INFORMATICA E TELECOMUNICAZIONI S.R.L.;VIA IV NOVEMBRE 119;;;ACI CATENA;CT;95022;;;05/10/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ING CORINNE BONNAURE;VIA BRAMANTE 7;;;MILANO;MI;20154;;;11/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ING.PAOLO GIOVANNI PREITE;VIA APPIANI 3;;;MILANO;MI;20121;;;28/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INNOCENTI LAURA;VIA P. SARPI 3;;;MILANO;MI;20154;;;30/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
INNOCENTI LAURA;VIA P. SARPI 3;;;MILANO;MI;20154;;;16/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INSANA SRL;VIA SAN MARCO 50;;;MILANO;MI;20121;;;31/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
INSILICOTRIALS TECHNOLOGIS SRL;VIA FLAVIA 23/1;;;TRIESTE;;34148;;;14/11/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INTER ATLANTICA SERVICIOS FINANCIEROS S.L.;CALLE PINAR 5;;;MADRID;;28006;;;15/09/20;;€0,00;€0,00;€0,00;€0,00;€0,00
INTERTRADE GROUP;Via Portogallo, 11, 35127 Padova P;;;Padova;pd;20121;Fabio Gallo;;;12/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
INTESALIFE SHIPMENT ( NO BILL);VIA ANDEGARI 18;;;MILANO;;20121;;;09/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
INTI S.R.L.;VIALE ACHILLE PAPA 30;;;MILANO;MI;20149;;;11/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INVECO INVESTIMENTI COMMERCIALI SRL;VIA MOSCOVA 48;;;MILANO;MI;20121;;;26/10/18;;€0,00;€0,00;€0,00;€0,00;€0,00
INVERSIONES MAYARI S.R.L.;VIA SEPRIO 8;;;MILANO;MI;20149;;;28/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Ipostal1;Via Moscova 13;;;Milano;MI;20121;;;05/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
ISABELLA FERRARIN;VIA MARCONA, 49;;;MILANO;MI;20129;;;14/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ISH DESIGN OU;KOTZEBUE 12-3;;;TALLIN;TA;10151;;;18/02/21;17/12/20;€0,00;€0,00;€0,00;€0,00;€0,00
